RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,46,176,83,11,57,3,5,14,0,50,0,2,104,32,3,1,2,100
Good,79,205,82,15,93,6,6,15,1,20,0,0,26,32,2,1,1,44
Bad,75,176,81,22,100,7,8,25,2,60,0,1,63,23,2,3,0,83
Good,86,219,97,12,92,6,6,12,1,25,0,2,0,43,0,1,0,25
Bad,74,164,89,9,73,6,5,11,0,45,0,0,53,32,1,1,2,40
Bad,60,207,94,20,81,4,4,21,0,10,0,1,89,32,9,1,4,100
Good,84,394,106,23,92,5,6,25,1,40,0,0,11,66,5,4,0,75
Good,73,208,81,28,90,6,6,29,0,28,1,1,19,76,3,2,0,38
Bad,70,245,72,16,83,6,6,18,2,39,0,3,32,56,3,5,0,62
Good,73,348,102,12,83,4,6,12,1,33,0,0,28,32,4,2,0,75
Bad,58,263,88,24,96,4,6,26,3,62,0,0,25,68,5,4,2,90
Bad,80,114,49,21,100,7,8,21,3,33,0,3,3,50,3,4,0,44
Good,73,186,73,30,87,6,5,31,1,19,0,1,69,25,3,2,1,56
Good,61,173,96,16,79,4,5,19,2,21,0,0,31,47,6,2,1,80
Good,90,249,104,12,100,7,8,12,0,42,0,0,0,32,0,1,0,20
Good,71,142,60,37,100,7,8,40,7,50,3,3,64,78,4,6,2,71
Good,91,401,152,9,100,7,8,9,0,44,23,0,3,32,1,-8,0,25
Good,66,203,109,8,60,4,6,10,0,10,23,0,34,32,3,1,1,100
Bad,75,226,173,2,50,4,6,2,0,0,5,0,8,32,1,-8,2,50
Good,81,160,76,13,92,6,6,13,0,46,4,1,16,64,2,3,0,71
Good,65,54,26,20,95,6,6,22,5,27,1,4,36,84,5,2,2,47
Bad,70,118,46,27,93,5,6,29,4,69,2,5,13,84,3,4,1,70
Good,69,271,101,22,100,7,8,23,1,17,2,4,32,35,9,2,3,69
Good,73,152,71,41,100,6,7,44,5,57,0,4,16,94,1,3,1,83
Good,71,141,45,40,98,6,5,41,8,61,23,0,33,121,2,14,1,73
Bad,83,108,69,8,100,7,8,8,0,63,4,1,21,72,1,1,0,67
Good,73,192,74,27,100,7,8,27,1,41,0,1,24,32,6,4,2,59
Bad,79,246,108,21,100,7,8,22,2,18,1,2,18,32,7,1,2,62
Good,73,422,62,42,98,4,6,43,8,23,0,4,12,32,4,2,0,44
Bad,62,90,49,17,100,7,8,19,3,11,1,4,97,32,9,1,4,100
Good,72,191,89,29,100,7,8,29,0,24,7,0,56,32,9,1,6,83
Bad,89,323,118,15,100,7,8,15,0,40,10,1,0,32,1,3,0,50
Bad,62,83,38,13,93,0,5,15,4,60,7,0,3,74,1,4,0,63
Good,88,206,83,23,100,7,8,25,2,44,23,0,18,89,1,2,0,60
Good,77,105,35,15,93,6,6,15,6,47,4,5,6,96,1,2,0,57
Good,69,225,88,30,100,7,8,32,0,20,0,2,57,68,9,1,3,71
Bad,76,306,80,22,100,7,8,22,1,68,0,2,69,81,2,5,1,88
Bad,58,149,64,30,93,6,6,30,3,37,0,3,90,77,7,8,4,83
Good,79,116,38,14,100,7,8,16,3,13,2,1,7,100,2,2,0,44
Good,68,104,45,42,98,6,2,43,4,42,11,0,38,53,10,6,2,73
Good,67,180,73,21,82,4,5,22,2,45,1,1,5,70,6,7,0,81
Bad,73,118,41,26,96,6,5,27,5,56,5,0,40,47,4,3,1,88
Good,90,246,81,9,100,7,8,9,1,11,13,0,10,32,2,-8,0,50
Bad,73,222,96,22,83,6,2,23,1,30,1,2,5,92,1,2,0,43
Bad,71,392,126,16,84,3,5,19,0,79,23,0,19,70,1,2,0,60
Bad,69,127,57,29,100,7,8,29,1,34,4,2,48,91,5,3,3,80
Good,87,263,73,21,100,7,8,21,3,24,9,0,13,62,3,2,0,42
Good,84,169,87,14,100,7,8,14,1,57,23,0,17,69,1,4,0,83
Good,85,321,173,4,100,7,8,4,1,0,23,0,45,32,1,-8,0,50
Good,88,435,164,19,100,7,8,19,1,0,4,1,3,32,6,-8,0,43
Good,88,137,101,10,100,7,8,11,0,64,23,0,0,32,1,-8,1,33
Good,85,165,90,16,100,7,8,16,1,31,0,2,0,32,1,2,0,50
Good,84,217,94,25,100,7,8,25,0,12,20,0,13,32,1,-8,0,17
Good,73,106,52,44,100,7,8,48,4,48,5,0,20,50,10,4,0,70
Good,89,191,108,3,100,7,8,3,0,33,1,1,0,32,0,1,0,50
Bad,69,265,106,10,67,6,6,13,0,15,1,2,42,32,3,1,0,57
Good,68,248,72,35,97,0,2,39,1,28,11,0,9,63,3,3,1,33
Bad,64,149,69,23,83,4,3,25,0,25,1,1,51,32,5,1,1,100
Good,78,227,92,28,100,7,8,43,4,57,5,2,49,79,3,2,2,63
Good,63,219,69,44,100,6,8,48,3,17,1,2,10,28,2,4,2,43
Good,80,381,97,35,100,7,8,37,2,37,14,0,38,80,2,2,0,57
Bad,65,155,62,39,80,6,6,40,7,48,4,1,45,66,4,5,1,71
Good,81,356,120,32,94,6,4,34,0,32,0,1,5,32,7,3,0,56
Bad,65,246,109,19,81,4,5,21,0,24,20,0,87,32,3,2,3,100
Good,77,200,82,26,100,7,8,26,1,38,14,0,40,82,4,3,1,78
Good,84,138,69,13,100,7,8,13,2,31,23,0,26,32,3,1,0,80
Good,73,197,110,21,91,6,6,22,0,27,0,2,47,23,2,2,2,57
Bad,72,61,36,13,100,7,8,13,1,54,2,1,13,31,1,4,0,60
Good,70,212,39,13,100,7,8,15,7,27,1,3,39,68,4,4,1,73
Good,73,149,62,25,100,7,8,25,5,20,2,2,30,58,4,3,3,58
Good,67,101,39,15,100,7,8,15,2,33,5,1,70,32,7,1,2,89
Good,77,225,88,44,98,6,6,58,3,21,10,0,22,32,10,1,0,65
Bad,65,107,42,37,97,4,6,37,5,19,9,0,26,94,9,1,2,43
Bad,73,149,70,10,85,4,4,13,3,31,6,0,47,94,4,2,1,86
Good,73,161,85,33,100,7,8,36,0,22,0,3,60,32,4,2,1,67
Good,87,213,71,40,100,6,7,43,5,40,4,1,2,95,5,2,0,47
Good,84,339,115,27,100,7,8,27,1,22,22,0,11,32,2,1,0,23
Bad,64,157,66,38,95,6,6,42,4,45,1,2,32,80,3,3,1,75
Good,84,210,106,31,100,7,8,31,3,45,6,0,8,76,2,4,0,46
Good,82,401,161,13,93,4,6,14,3,14,23,0,5,32,2,-8,0,40
Good,75,229,92,25,100,7,8,25,0,8,14,1,67,32,4,1,2,71
Good,84,249,80,23,100,7,8,26,2,24,3,2,7,66,2,2,1,27
Good,87,436,98,30,100,7,8,33,2,9,2,1,11,97,7,1,1,73
Good,75,176,77,23,100,7,8,28,3,43,1,1,46,86,5,2,2,78
Good,89,485,196,6,100,7,8,6,0,17,23,0,6,32,1,-8,0,33
Bad,75,132,67,20,90,6,6,21,2,29,0,2,67,90,2,2,1,67
Good,81,162,89,26,100,7,8,26,0,31,3,1,11,58,1,2,0,33
Good,78,266,90,41,100,7,8,44,0,36,2,1,18,36,2,5,1,70
Good,84,169,95,17,100,7,8,17,0,35,0,1,31,32,2,1,0,50
Good,80,187,93,18,100,7,8,19,1,26,23,0,31,32,3,1,2,63
Bad,83,414,108,30,100,7,8,31,0,45,1,2,13,13,4,3,0,88
Good,70,76,36,19,100,7,8,20,3,25,0,2,31,42,5,2,1,64
Good,81,159,78,21,92,6,6,24,2,38,0,1,4,32,2,-8,0,50
Good,90,226,120,15,100,7,8,15,0,47,0,1,5,32,1,4,0,63
Good,88,132,82,7,100,7,8,7,0,29,23,0,1,59,1,2,0,60
Good,57,239,93,28,93,4,6,30,2,37,0,3,63,94,6,2,3,90
Bad,73,72,30,13,100,7,8,13,3,62,0,9,41,88,3,5,0,80
Good,82,118,48,15,100,7,8,18,2,24,2,2,0,32,0,1,0,33
Good,78,211,119,19,90,6,3,20,0,30,23,0,50,32,1,1,0,40
Good,70,241,88,10,75,6,5,13,1,50,23,1,39,68,4,2,2,100
Good,79,290,132,31,100,7,8,33,1,27,0,1,42,32,5,1,0,75
Bad,78,218,73,35,97,6,6,36,5,29,22,0,5,96,3,4,2,41
Bad,75,337,115,27,89,4,6,27,1,37,11,0,3,3,2,2,0,42
Good,88,250,102,14,93,6,7,15,0,47,11,0,11,32,1,2,0,75
Bad,68,277,77,37,92,6,5,38,4,16,0,4,24,72,5,2,0,47
Good,91,318,100,22,100,7,8,22,0,64,13,0,1,32,3,2,0,56
Good,82,129,65,19,100,7,8,20,0,30,1,2,12,80,2,2,0,67
Good,78,136,72,21,93,6,5,28,4,36,1,3,0,73,0,4,0,80
Good,60,224,88,27,93,4,6,27,2,41,3,3,58,83,5,6,1,75
Good,67,85,35,16,100,7,8,16,4,19,0,2,78,96,5,2,3,78
Good,78,114,62,36,100,7,8,36,4,22,5,1,3,32,3,2,1,33
Bad,64,176,76,9,78,4,6,9,0,78,1,3,62,91,1,3,2,100
Good,80,290,100,10,100,7,8,10,0,30,0,1,42,32,2,-8,1,40
Good,72,133,63,17,100,7,8,17,1,24,0,2,52,32,3,1,2,83
Bad,56,24,10,4,100,6,8,5,3,20,0,20,93,32,2,1,1,75
Good,72,403,180,23,87,6,6,23,0,17,0,1,53,32,9,1,3,83
Bad,56,180,80,35,95,4,6,38,3,63,0,2,60,96,7,2,2,91
Good,76,219,75,17,100,7,8,17,0,35,11,1,59,32,3,2,2,71
Bad,68,197,88,8,55,3,5,11,0,36,1,2,6,32,1,-8,0,17
Bad,63,154,85,21,92,4,6,25,0,21,1,3,92,32,3,1,1,100
Good,78,114,32,8,100,7,8,9,3,67,1,2,39,69,1,1,0,67
Good,61,264,74,34,89,4,6,35,3,49,1,1,21,71,5,4,0,64
Good,77,273,76,37,100,6,8,37,1,38,6,0,6,86,7,5,0,67
Bad,66,160,50,16,89,6,3,18,1,44,1,4,62,32,6,-8,1,100
Bad,62,275,99,21,91,6,6,22,1,55,15,0,87,71,6,5,5,92
Good,68,158,70,42,98,6,6,45,3,51,2,3,59,63,3,3,2,60
Good,90,451,154,11,100,7,8,12,0,33,16,0,3,9,1,3,0,50
Good,91,340,125,16,100,7,8,18,2,17,23,0,5,32,1,1,0,29
Good,90,177,112,10,100,7,8,10,0,20,23,0,0,32,2,-8,0,67
Good,63,293,106,17,79,4,2,19,0,26,14,0,42,63,6,2,3,80
Good,75,248,53,24,100,7,8,24,2,25,3,1,11,35,4,3,0,50
Bad,65,195,115,12,63,6,6,16,1,44,17,0,88,94,4,2,3,86
Good,76,93,52,35,100,7,8,35,4,40,2,3,12,98,5,4,0,60
Good,65,113,60,6,71,6,4,7,2,29,1,1,13,32,5,1,0,100
Good,89,348,103,11,100,7,8,11,1,27,10,0,10,83,3,1,0,57
Good,78,149,61,43,100,7,8,44,1,47,1,2,9,91,3,9,0,80
Bad,71,216,95,26,86,6,5,28,2,29,17,0,51,94,10,3,1,72
Good,88,368,155,16,100,7,8,17,1,18,2,1,7,32,4,1,0,71
Good,78,76,40,22,100,7,8,23,5,35,0,2,2,95,2,2,0,67
Bad,88,109,87,8,100,7,8,8,0,50,23,0,0,3,0,1,0,50
Good,77,373,91,32,97,6,6,32,1,22,23,0,26,32,8,1,1,56
Good,64,390,151,67,76,6,2,74,3,51,1,4,19,69,9,6,1,68
Good,83,182,79,40,100,7,8,40,2,43,6,0,3,75,3,3,0,46
Bad,91,215,104,15,100,7,8,16,0,38,23,0,0,32,0,1,2,25
Good,81,133,63,20,100,7,8,20,0,35,11,0,5,32,1,1,0,25
Good,82,205,86,30,97,6,6,31,4,19,0,2,2,75,7,1,0,44
Bad,68,168,76,31,97,4,6,31,0,16,2,1,42,32,8,1,3,60
Bad,56,201,67,25,85,0,5,26,0,31,12,0,16,77,3,4,1,58
Good,83,302,76,16,100,7,8,16,1,25,3,1,11,32,1,1,0,20
Good,68,209,89,44,98,6,6,48,1,38,6,0,87,100,7,2,6,100
Bad,73,288,44,13,100,7,8,13,7,23,3,3,33,46,6,3,1,82
Good,80,228,61,46,100,7,8,49,7,29,0,1,9,32,5,2,0,57
Bad,78,238,99,30,94,6,5,32,1,44,1,3,6,32,4,3,0,70
Good,80,200,77,25,100,7,8,25,2,24,2,3,13,32,3,1,0,57
Bad,81,204,85,40,100,7,8,43,1,35,0,3,9,85,5,2,0,54
Good,74,369,197,21,95,4,6,21,0,10,1,1,10,32,5,2,0,44
Good,77,438,145,12,92,6,4,13,1,8,0,3,18,32,1,1,0,60
Bad,70,235,95,14,93,6,2,15,0,33,7,0,0,32,0,2,0,40
Good,80,355,80,23,100,7,8,27,5,23,1,5,8,98,4,4,1,57
Good,74,121,66,21,95,6,6,21,1,48,9,0,58,90,2,4,1,86
Good,74,435,192,12,77,6,6,13,1,8,23,0,56,32,2,-8,0,75
Bad,63,181,76,22,80,4,3,25,3,12,3,1,29,79,7,1,0,53
Good,70,266,107,23,100,7,8,24,0,50,2,2,57,75,5,4,2,64
Good,86,342,119,8,100,7,8,9,2,33,0,1,10,32,3,1,1,100
Good,83,150,87,15,100,7,8,15,1,60,1,2,25,32,2,1,0,75
Good,67,114,52,13,67,6,5,15,2,13,5,0,69,33,4,2,2,86
Bad,62,150,80,21,87,0,6,23,0,30,14,0,40,32,7,1,0,100
Good,72,184,66,30,100,7,8,32,5,34,1,3,48,85,7,4,1,65
Good,71,236,76,18,100,7,8,20,4,60,1,4,84,32,3,7,3,91
Good,66,240,87,19,95,3,5,22,0,43,3,2,30,33,4,3,1,89
Good,80,145,53,29,100,7,8,30,7,17,10,0,0,32,2,1,0,20
Good,57,336,90,36,90,6,6,39,5,38,6,0,79,74,19,5,5,89
Good,82,141,80,7,100,7,8,7,0,29,23,0,44,32,2,-8,0,100
Good,78,294,78,28,97,6,3,29,1,24,2,1,6,32,4,-8,0,33
Bad,77,215,85,35,97,6,6,35,1,20,23,0,40,32,3,1,3,29
Bad,57,27,11,5,100,6,8,6,3,33,1,21,16,32,1,2,1,60
Good,78,156,41,13,100,7,8,13,6,38,3,3,19,93,2,3,0,71
Good,83,272,100,27,100,7,8,29,2,31,3,1,8,32,8,1,1,75
Good,75,160,70,21,100,7,8,21,3,33,3,5,0,32,0,1,0,43
Good,84,329,158,9,90,6,5,10,0,10,9,0,0,32,3,-8,0,50
Good,65,268,77,40,98,6,2,42,6,24,3,1,62,60,7,3,3,83
Good,79,180,79,26,96,6,5,32,2,4,23,0,15,50,7,1,0,73
Bad,81,175,92,11,100,7,8,11,1,55,6,0,77,32,2,1,1,100
Good,90,354,113,26,100,7,8,27,0,15,18,0,1,32,2,1,0,43
Bad,78,138,55,20,100,7,8,20,4,25,8,0,30,32,2,1,1,23
Good,86,304,167,9,100,7,8,9,0,22,23,0,27,20,1,1,0,67
Good,82,163,67,46,100,7,8,47,1,17,4,1,14,32,3,1,0,25
Good,85,190,49,9,100,7,8,10,2,30,3,1,5,56,2,2,0,57
Good,64,233,89,39,100,7,8,39,1,33,0,1,63,82,7,7,3,78
Good,66,66,33,16,94,4,6,16,1,44,3,1,22,42,2,2,0,57
Good,74,100,32,25,100,7,8,27,6,30,3,2,15,93,4,2,1,43
Good,78,294,71,28,100,7,8,28,3,29,2,2,51,6,6,2,2,73
Good,80,237,124,11,91,6,6,11,2,18,4,1,20,32,3,2,0,63
Good,66,139,59,20,100,6,8,21,4,24,1,1,60,32,6,1,3,88
Good,64,217,104,15,88,4,6,16,0,50,1,2,56,10,3,2,2,83
Good,68,152,81,25,89,4,6,28,2,43,0,2,8,79,3,5,0,100
Good,74,183,44,12,100,7,8,12,1,33,6,1,39,32,2,1,1,75
Good,75,302,107,20,100,7,8,21,2,24,2,3,21,32,7,1,1,67
Good,61,195,88,19,95,4,6,20,1,32,1,1,59,91,3,2,2,67
Good,71,303,116,20,86,6,6,21,1,24,2,1,43,20,4,2,0,75
Good,79,243,91,25,100,7,8,26,1,28,19,0,25,32,4,1,1,83
Good,81,300,90,18,100,7,8,19,4,21,2,1,17,32,3,1,1,31
Good,80,195,62,19,100,7,8,19,2,37,5,0,3,61,2,2,1,44
Good,67,294,100,37,100,7,8,40,3,30,1,6,54,54,7,6,4,87
Good,75,241,104,35,100,7,8,36,1,31,23,0,29,84,3,3,1,44
Bad,75,278,93,17,100,7,8,17,4,47,2,2,43,32,3,-8,1,100
Good,57,199,99,9,89,6,6,9,1,44,3,1,62,32,0,-8,0,0
Bad,58,182,73,22,79,4,6,24,1,29,1,5,0,32,1,2,0,30
Good,83,143,57,22,100,7,8,24,4,17,1,2,7,60,6,3,0,75
Bad,59,225,73,52,98,4,6,54,6,54,0,6,45,28,7,3,2,83
Good,77,347,172,18,100,7,8,18,1,6,23,0,32,32,5,1,1,75
Good,62,341,76,33,100,7,8,33,2,45,1,4,67,94,6,4,5,85
Good,82,241,93,21,100,7,8,22,1,32,1,1,12,98,3,2,1,56
Bad,71,200,94,25,71,4,6,28,0,36,8,0,3,14,2,2,0,44
Good,88,232,92,10,100,7,8,12,1,70,23,0,0,83,0,3,0,60
Good,67,319,146,27,93,6,6,29,1,41,5,1,70,7,5,4,2,77
Bad,82,295,116,5,100,7,8,5,0,40,6,0,58,32,1,1,0,67
Good,77,205,94,44,100,7,8,44,7,20,3,1,14,87,10,3,0,57
Bad,80,87,43,14,100,7,8,14,2,21,4,2,0,30,0,2,0,50
Good,84,150,76,24,100,7,8,25,1,16,12,0,2,32,4,1,1,45
Good,75,438,79,48,100,7,8,53,2,20,0,3,12,26,9,3,2,52
Bad,79,222,94,24,100,7,8,24,2,42,9,0,82,48,2,4,1,88
Good,77,171,73,23,100,7,8,24,2,29,2,5,19,25,3,2,0,50
Bad,84,403,157,26,100,7,8,27,0,7,13,0,3,32,11,1,1,75
Good,84,295,82,34,100,7,8,37,4,22,3,1,4,32,2,1,0,30
Bad,78,139,74,13,100,7,8,15,1,67,0,1,62,32,20,1,2,100
Bad,62,58,18,4,100,7,8,4,3,25,2,6,99,97,3,1,1,100
Bad,80,176,97,13,77,6,6,13,0,38,1,1,11,5,1,3,0,80
Bad,77,155,70,13,93,6,6,14,0,64,14,0,0,32,0,1,2,50
Bad,67,115,55,21,96,6,6,26,0,58,0,0,56,84,5,4,1,82
Bad,77,115,51,30,100,7,8,31,3,26,0,0,23,42,7,2,0,64
Good,80,306,86,33,97,6,6,37,4,27,0,2,1,32,5,1,1,35
Good,72,226,83,33,97,6,7,37,0,47,0,3,1,78,3,5,1,80
Bad,62,75,46,19,82,6,4,23,1,59,0,1,47,80,2,3,1,71
Bad,69,41,33,5,89,6,6,9,0,100,0,1,62,50,20,2,2,100
Bad,79,161,85,7,100,7,8,9,2,78,0,3,14,32,2,1,0,100
Bad,67,101,45,24,100,7,8,25,1,38,0,4,24,67,3,3,2,43
Bad,77,305,84,16,90,5,6,20,4,65,0,3,11,87,3,2,1,71
Bad,69,147,50,26,93,4,5,28,3,36,0,0,6,86,3,2,1,36
Bad,57,165,71,38,98,4,6,48,3,44,0,10,89,72,12,3,6,88
Good,56,124,63,23,72,4,4,29,3,62,0,1,8,89,2,4,0,86
Bad,61,170,78,18,71,5,2,21,3,57,0,0,111,90,4,3,3,100
Good,61,344,95,26,79,3,5,28,3,64,0,3,2,97,4,3,0,73
Bad,75,89,48,10,90,6,6,10,0,50,0,0,0,32,0,1,2,50
Bad,55,324,119,32,94,4,5,36,1,44,0,0,64,72,9,5,3,83
Bad,80,94,49,27,100,7,8,28,1,14,0,2,21,32,4,1,0,45
Bad,84,186,79,14,100,7,8,16,3,75,0,4,25,32,1,2,0,75
Good,85,243,75,22,100,7,8,22,2,23,0,4,4,32,3,1,0,31
Good,85,316,83,35,100,7,8,36,1,50,0,1,6,92,4,2,0,75
Good,50,130,63,10,59,0,2,17,1,12,0,0,13,32,4,1,1,88
Bad,58,38,19,13,93,6,4,14,5,64,0,1,82,91,2,5,1,100
Bad,61,247,95,36,92,4,6,39,1,59,0,1,87,99,8,4,3,93
Bad,63,291,88,25,84,4,6,25,2,32,0,0,30,73,7,2,1,82
Bad,61,6,5,2,100,6,8,2,2,50,0,3,101,32,1,1,1,100
Bad,65,240,64,29,97,6,6,32,2,50,0,0,80,73,8,3,3,79
Bad,73,217,87,34,100,7,8,36,0,17,0,1,91,32,7,-8,3,100
Bad,56,68,53,1,75,4,4,7,0,75,0,0,62,32,20,1,2,100
Bad,79,212,94,18,100,7,8,18,0,39,0,0,50,55,7,4,1,79
Bad,68,373,88,21,90,5,6,21,0,19,0,4,50,32,6,1,4,58
Good,77,174,98,19,100,7,8,21,2,33,0,1,33,50,7,2,0,75
Bad,69,236,96,37,95,4,6,41,3,20,0,1,15,94,5,1,2,55
Good,79,168,54,25,100,7,8,29,3,34,0,0,40,47,5,2,2,88
Bad,55,222,67,14,94,4,6,17,2,59,0,4,25,79,2,2,1,67
Bad,86,362,174,5,83,6,5,6,0,17,0,0,0,32,1,-8,2,33
Good,60,121,64,21,96,4,6,23,2,57,0,0,1,77,1,4,0,83
Bad,73,189,68,32,91,4,6,33,3,52,0,0,19,32,3,1,0,50
Bad,79,192,122,4,100,7,8,5,0,20,0,3,40,53,1,1,1,75
Bad,59,389,74,42,83,4,6,47,2,32,0,2,63,81,9,3,2,68
Good,70,347,104,22,82,4,6,22,0,41,0,1,14,35,2,4,0,75
Bad,73,39,15,9,100,7,8,9,2,33,0,0,28,100,5,2,0,100
Bad,61,246,95,18,86,4,4,21,0,38,0,1,62,32,5,1,2,88
Good,81,396,152,27,100,7,8,28,2,11,0,0,27,72,10,2,1,63
Bad,56,179,69,27,87,4,2,31,4,39,0,5,38,61,4,3,0,78
Good,72,214,61,21,100,7,8,21,0,33,0,0,66,66,7,2,2,64
Bad,69,215,69,24,96,6,2,28,1,21,0,1,38,72,1,2,1,50
Bad,60,197,81,16,78,0,2,18,0,17,0,0,6,32,3,1,1,40
Bad,56,175,77,17,88,4,6,17,1,24,0,2,101,90,7,2,5,90
Good,65,198,73,22,88,6,5,24,1,17,0,2,31,32,3,1,1,57
Bad,65,27,15,9,100,7,8,10,3,90,0,0,0,95,0,4,2,80
Good,59,67,46,4,60,4,5,5,0,20,0,0,52,29,2,1,2,60
Bad,66,59,34,4,100,7,8,4,2,75,0,5,89,74,1,2,2,100
Bad,72,178,79,56,100,5,8,59,2,17,0,1,48,33,12,4,3,70
Bad,78,176,55,15,100,7,8,17,1,12,0,0,64,32,4,-8,0,67
Bad,59,167,116,28,75,4,5,32,0,13,0,0,92,32,11,1,8,93
Bad,73,345,74,25,92,6,6,25,1,20,0,0,54,46,6,2,3,62
Bad,54,140,61,7,50,4,5,13,0,63,0,0,96,73,3,2,1,100
Good,84,138,67,21,100,7,8,22,3,55,0,2,15,78,3,3,0,86
Good,69,369,130,23,93,6,5,30,3,30,0,2,46,38,6,3,0,91
Bad,69,379,105,15,84,4,6,19,3,74,0,2,31,100,1,2,1,60
Bad,61,39,26,4,60,5,5,6,0,60,0,0,28,32,1,1,0,67
Bad,73,293,101,24,92,6,6,25,0,36,0,2,58,60,6,3,1,75
Bad,68,136,62,35,92,6,5,37,5,54,0,2,68,89,8,2,2,67
Good,84,204,72,16,100,7,8,17,1,59,0,0,23,54,2,2,2,67
Bad,64,181,48,26,93,4,2,27,4,59,0,1,30,37,4,4,2,69
Bad,58,119,55,29,75,4,6,32,4,34,0,2,99,99,3,4,1,100
Bad,68,514,104,14,94,4,6,16,0,50,0,0,42,32,4,-8,0,80
Good,81,141,59,34,97,6,5,37,3,51,0,1,4,94,2,2,0,44
Bad,65,604,194,43,91,4,6,45,0,36,0,1,16,78,12,4,2,74
Bad,64,129,80,11,88,6,6,18,0,59,0,0,85,32,2,-8,0,75
Bad,68,256,71,34,97,5,6,35,4,23,0,7,69,99,9,3,3,80
Bad,59,63,35,15,88,6,6,16,2,6,0,1,77,32,3,1,3,57
Bad,80,117,59,32,100,7,8,34,3,24,0,2,27,32,4,2,1,54
Bad,64,363,101,33,74,4,5,35,1,31,0,1,31,92,3,2,1,42
Bad,66,51,24,12,100,7,8,12,4,58,0,4,28,57,2,3,1,71
Bad,72,185,75,24,96,6,6,26,2,38,0,2,43,88,5,2,2,70
Bad,66,79,31,19,100,7,8,20,1,45,0,5,81,68,6,4,1,100
Bad,64,287,68,28,93,6,6,29,6,24,0,5,37,90,8,2,1,67
Bad,67,323,111,16,73,6,2,22,2,59,0,2,0,74,0,4,0,71
Good,58,71,31,20,91,4,6,22,6,41,0,0,35,81,2,3,1,56
Good,89,317,155,9,100,7,8,10,0,20,0,0,6,32,4,-8,0,80
Bad,61,172,80,4,43,4,5,7,0,14,0,2,91,32,4,-8,3,80
Bad,57,269,74,29,70,3,5,30,2,40,0,2,41,43,6,5,1,58
Bad,59,114,47,20,86,4,6,22,1,55,0,1,69,91,4,5,1,90
Good,74,188,90,25,96,6,5,27,2,46,0,0,29,49,6,3,1,64
Bad,65,314,110,24,96,6,6,27,5,65,0,2,19,99,5,4,1,90
Bad,64,227,115,47,88,4,6,51,0,38,-7,1,49,120,9,4,3,64
Good,77,255,72,40,100,7,8,45,7,22,-7,1,3,71,7,5,1,46
Bad,61,82,35,21,90,4,6,21,2,24,-7,2,17,50,5,2,0,50
Bad,64,280,141,1,100,7,8,3,1,100,-7,10,62,99,20,2,2,100
Bad,60,205,74,32,88,4,6,34,5,59,-7,4,32,62,4,3,0,80
Good,66,183,93,28,90,6,3,32,2,26,-7,0,77,32,10,2,4,87
Bad,68,185,97,36,95,6,5,39,0,49,-7,0,65,67,8,3,3,86
Bad,69,118,42,20,91,6,5,22,7,23,-7,4,14,32,4,1,0,55
Good,75,268,73,14,87,6,6,15,1,27,-7,1,15,20,4,2,1,67
Good,63,185,55,28,97,6,4,31,8,29,-7,4,54,58,6,2,0,71
Bad,62,250,139,38,90,4,5,41,0,24,-7,0,62,32,9,1,3,83
Bad,65,194,83,54,97,5,6,60,4,22,-7,1,69,71,10,4,5,84
Bad,61,148,86,21,88,5,2,24,0,71,-7,4,63,27,2,5,1,100
Bad,72,79,43,13,100,7,8,13,2,54,-7,3,84,32,3,1,1,80
Bad,72,48,26,4,100,7,8,4,1,25,-7,1,54,32,3,1,0,100
Good,85,183,86,21,100,7,8,22,0,59,-7,0,0,32,1,1,1,80
Good,89,183,61,10,100,7,8,10,2,50,-7,1,2,64,2,2,0,67
Good,83,195,117,9,90,6,3,10,0,20,-7,0,0,32,0,-8,0,0
Bad,65,123,53,29,83,4,2,36,2,33,-7,0,15,32,5,-8,0,50
Good,70,217,88,29,93,6,6,31,6,50,-7,1,10,61,2,3,0,67
Bad,69,41,27,3,75,6,2,4,1,0,-7,0,24,32,1,-8,2,100
Good,73,261,101,14,82,4,5,17,2,29,-7,0,18,32,3,2,0,56
Bad,66,151,71,22,87,4,6,23,2,43,-7,3,57,86,1,4,0,83
Bad,79,198,83,14,100,7,8,17,0,29,-7,0,53,32,4,1,1,71
Bad,79,58,26,10,100,7,8,10,3,30,-7,2,26,32,1,-8,0,20
Bad,73,132,47,4,100,7,8,4,1,75,-7,0,94,32,1,1,1,100
Good,72,239,86,28,93,6,6,30,3,29,-7,5,11,38,6,3,1,82
Bad,61,159,77,30,76,6,6,33,1,45,-7,2,76,63,8,2,3,91
Bad,61,69,22,9,100,7,8,9,4,44,-7,2,38,63,2,2,1,83
Good,74,202,81,32,97,6,6,32,0,44,-7,0,42,32,3,2,0,71
Good,58,186,74,35,97,6,6,38,3,31,-7,0,60,73,10,4,4,67
Good,33,243,88,13,50,3,3,20,0,55,0,2,51,66,2,4,2,100
